회차,등위,상호,구분,주소,구글맵링크
561,1,부영마트,수동,서울 중랑구 상봉동  108번지,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EB%9E%91%EA%B5%AC%20%EC%83%81%EB%B4%89%EB%8F%99%20%20108%EB%B2%88%EC%A7%80
561,1,CU(원종깨비점),자동,경기 부천시 오정구 원종동 280-9번지1F,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%EC%98%A4%EC%A0%95%EA%B5%AC%20%EC%9B%90%EC%A2%85%EB%8F%99%20280-9%EB%B2%88%EC%A7%801F
561,1,천하명당복권방,수동,충남 홍성군 조양로 180,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%ED%99%8D%EC%84%B1%EA%B5%B0%20%EC%A1%B0%EC%96%91%EB%A1%9C%20180
561,1,왕대박복권방,자동,경북 문경시 중앙로 15,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EB%AC%B8%EA%B2%BD%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%2015
562,1,럭키슈퍼,자동,서울 양천구 신정로 293 상가 103호 GS25신트리1단지점,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EC%8B%A0%EC%A0%95%EB%A1%9C%20293%20%EC%83%81%EA%B0%80%20103%ED%98%B8%20GS25%EC%8B%A0%ED%8A%B8%EB%A6%AC1%EB%8B%A8%EC%A7%80%EC%A0%90
562,1,왕대박복권,자동,인천 부평구 동수천로 108 1층,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%B6%80%ED%8F%89%EA%B5%AC%20%EB%8F%99%EC%88%98%EC%B2%9C%EB%A1%9C%20108%201%EC%B8%B5
562,1,로또복권문수점,자동,울산 남구 무거동  1195-9번지CU마트점포 내,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EB%82%A8%EA%B5%AC%20%EB%AC%B4%EA%B1%B0%EB%8F%99%20%201195-9%EB%B2%88%EC%A7%80CU%EB%A7%88%ED%8A%B8%EC%A0%90%ED%8F%AC%20%EB%82%B4
562,1,버스표판매소 로또판매점,자동,경기 고양시 덕양구 토당동 799-46능곡역앞,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EB%8D%95%EC%96%91%EA%B5%AC%20%ED%86%A0%EB%8B%B9%EB%8F%99%20799-46%EB%8A%A5%EA%B3%A1%EC%97%AD%EC%95%9E
562,1,성진,자동,경기 성남시 수정구 모란로 91,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EC%88%98%EC%A0%95%EA%B5%AC%20%EB%AA%A8%EB%9E%80%EB%A1%9C%2091
562,1,GS25(안산산호),자동,경기 안산시 단원구 선부동 1081번지산호한양상가101호,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EB%8B%A8%EC%9B%90%EA%B5%AC%20%EC%84%A0%EB%B6%80%EB%8F%99%201081%EB%B2%88%EC%A7%80%EC%82%B0%ED%98%B8%ED%95%9C%EC%96%91%EC%83%81%EA%B0%80101%ED%98%B8
562,1,모현복권방 및 편의점,자동,경기 용인시 처인구 백옥대로 2383,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EC%B2%98%EC%9D%B8%EA%B5%AC%20%EB%B0%B1%EC%98%A5%EB%8C%80%EB%A1%9C%202383
562,1,CU(원주무실점),수동,강원 원주시 무실동  1641-10번지애드피아빌딩 103호,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%9B%90%EC%A3%BC%EC%8B%9C%20%EB%AC%B4%EC%8B%A4%EB%8F%99%20%201641-10%EB%B2%88%EC%A7%80%EC%95%A0%EB%93%9C%ED%94%BC%EC%95%84%EB%B9%8C%EB%94%A9%20103%ED%98%B8
562,1,로또명당인주점,자동,충남 아산시 서해로 519-2,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%95%84%EC%82%B0%EC%8B%9C%20%EC%84%9C%ED%95%B4%EB%A1%9C%20519-2
562,1,플러스하나,수동,전남 순천시 비봉길 6 상가동 1층 107호,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EC%88%9C%EC%B2%9C%EC%8B%9C%20%EB%B9%84%EB%B4%89%EA%B8%B8%206%20%EC%83%81%EA%B0%80%EB%8F%99%201%EC%B8%B5%20107%ED%98%B8
562,1,동원복권,자동,경남 양산시 북정중앙로 30,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%96%91%EC%82%B0%EC%8B%9C%20%EB%B6%81%EC%A0%95%EC%A4%91%EC%95%99%EB%A1%9C%2030
563,1,씨스페이스(정릉3점),자동,서울 성북구 정릉동  372-7번지,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%B1%EB%B6%81%EA%B5%AC%20%EC%A0%95%EB%A6%89%EB%8F%99%20%20372-7%EB%B2%88%EC%A7%80
563,1,행운마트,자동,서울 송파구 오금동  85-8번지1층,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EC%98%A4%EA%B8%88%EB%8F%99%20%2085-8%EB%B2%88%EC%A7%801%EC%B8%B5
563,1,로또,자동,서울 중구 신당동  133-14,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EA%B5%AC%20%EC%8B%A0%EB%8B%B9%EB%8F%99%20%20133-14
563,1,로또복권방,자동,인천 부평구 광장로 16 지하 2층 223호,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%B6%80%ED%8F%89%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%A1%9C%2016%20%EC%A7%80%ED%95%98%202%EC%B8%B5%20223%ED%98%B8
563,1,한아름슈퍼,수동,울산 남구 야음동  371-43번지,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EB%82%A8%EA%B5%AC%20%EC%95%BC%EC%9D%8C%EB%8F%99%20%20371-43%EB%B2%88%EC%A7%80
563,1,로또휴게실,자동,경기 용인시 기흥구 용구대로 1885,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EA%B8%B0%ED%9D%A5%EA%B5%AC%20%EC%9A%A9%EA%B5%AC%EB%8C%80%EB%A1%9C%201885
563,1,로또경주고속점,자동,경북 경주시 태종로 695,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B2%BD%EC%A3%BC%EC%8B%9C%20%ED%83%9C%EC%A2%85%EB%A1%9C%20695
564,1,로또복권,자동,서울 관악구 난곡로 247,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B4%80%EC%95%85%EA%B5%AC%20%EB%82%9C%EA%B3%A1%EB%A1%9C%20247
564,1,-,자동,서울 금천구 독산동  1012-15번지 1012-15,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B8%88%EC%B2%9C%EA%B5%AC%20%EB%8F%85%EC%82%B0%EB%8F%99%20%201012-15%EB%B2%88%EC%A7%80%201012-15
564,1,가로판매대제13호,자동,서울 중구 퇴계로 36,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EA%B5%AC%20%ED%87%B4%EA%B3%84%EB%A1%9C%2036
564,1,복권나라,수동,대구 달성군 논공중앙로 106,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%8B%AC%EC%84%B1%EA%B5%B0%20%EB%85%BC%EA%B3%B5%EC%A4%91%EC%95%99%EB%A1%9C%20106
564,1,준원슈퍼,자동,대전 중구 대흥동  211번지,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%A4%91%EA%B5%AC%20%EB%8C%80%ED%9D%A5%EB%8F%99%20%20211%EB%B2%88%EC%A7%80
564,1,주엽간판점,자동,경기 고양시 일산서구 중앙로 1437 도로,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EC%84%9C%EA%B5%AC%20%EC%A4%91%EC%95%99%EB%A1%9C%201437%20%EB%8F%84%EB%A1%9C
564,1,로또훼미리마트왜관점,자동,경북 칠곡군 왜관읍  왜관리191-3번지CU편의점 내,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%B9%A0%EA%B3%A1%EA%B5%B0%20%EC%99%9C%EA%B4%80%EC%9D%8D%20%20%EC%99%9C%EA%B4%80%EB%A6%AC191-3%EB%B2%88%EC%A7%80CU%ED%8E%B8%EC%9D%98%EC%A0%90%20%EB%82%B4
565,1,현대슈퍼,수동,광주 서구 쌍촌동  970-24번지,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EC%84%9C%EA%B5%AC%20%EC%8C%8D%EC%B4%8C%EB%8F%99%20%20970-24%EB%B2%88%EC%A7%80
565,1,CN마트,자동,울산 동구 대학길 42,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EB%8F%99%EA%B5%AC%20%EB%8C%80%ED%95%99%EA%B8%B8%2042
565,1,성진,자동,경기 성남시 수정구 모란로 91,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EC%88%98%EC%A0%95%EA%B5%AC%20%EB%AA%A8%EB%9E%80%EB%A1%9C%2091
565,1,보물단지,자동,"경기 시흥시 서촌상가2길 10 1층 109호(정왕동,두원프라자)",https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%8B%9C%ED%9D%A5%EC%8B%9C%20%EC%84%9C%EC%B4%8C%EC%83%81%EA%B0%802%EA%B8%B8%2010%201%EC%B8%B5%20109%ED%98%B8%28%EC%A0%95%EC%99%95%EB%8F%99%2C%EB%91%90%EC%9B%90%ED%94%84%EB%9D%BC%EC%9E%90%29
565,1,행복충전소,자동,경기 평택시 탄현로 332-2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8F%89%ED%83%9D%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A1%9C%20332-2
565,1,동해복권방,수동,강원 강릉시 하평길 40,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EA%B0%95%EB%A6%89%EC%8B%9C%20%ED%95%98%ED%8F%89%EA%B8%B8%2040
565,1,로또복권장항점,자동,충남 서천군 장항읍  창선리   632-2,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%84%9C%EC%B2%9C%EA%B5%B0%20%EC%9E%A5%ED%95%AD%EC%9D%8D%20%20%EC%B0%BD%EC%84%A0%EB%A6%AC%20%20%20632-2
565,1,흥건슈퍼,자동,전북 전주시 완산구 거마평로 25 흥건슈퍼,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%B6%81%20%EC%A0%84%EC%A3%BC%EC%8B%9C%20%EC%99%84%EC%82%B0%EA%B5%AC%20%EA%B1%B0%EB%A7%88%ED%8F%89%EB%A1%9C%2025%20%ED%9D%A5%EA%B1%B4%EC%8A%88%ED%8D%BC
566,1,또와식품,수동,서울 강서구 양천로 694,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EC%84%9C%EA%B5%AC%20%EC%96%91%EC%B2%9C%EB%A1%9C%20694
566,1,로또복권방,자동,부산 부산진구 전포동  692,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%B6%80%EC%82%B0%EC%A7%84%EA%B5%AC%20%EC%A0%84%ED%8F%AC%EB%8F%99%20%20692
566,1,마리오슈퍼,자동,경기 부천시 송내대로265번길 85 1층 118호,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%EC%86%A1%EB%82%B4%EB%8C%80%EB%A1%9C265%EB%B2%88%EA%B8%B8%2085%201%EC%B8%B5%20118%ED%98%B8
566,1,황금 복권방,자동,경기 용인시 기흥구 상하동 483-1번지어정프라자 103호,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EA%B8%B0%ED%9D%A5%EA%B5%AC%20%EC%83%81%ED%95%98%EB%8F%99%20483-1%EB%B2%88%EC%A7%80%EC%96%B4%EC%A0%95%ED%94%84%EB%9D%BC%EC%9E%90%20103%ED%98%B8
567,1,가판점(신문),자동,서울 영등포구 양평로 50-2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EC%96%91%ED%8F%89%EB%A1%9C%2050-2
567,1,복권명당,수동,경기 안산시 상록구 건건로 41,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EC%83%81%EB%A1%9D%EA%B5%AC%20%EA%B1%B4%EA%B1%B4%EB%A1%9C%2041
567,1,로또통신,자동,경기 안성시 장기로 36,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%84%B1%EC%8B%9C%20%EC%9E%A5%EA%B8%B0%EB%A1%9C%2036
567,1,노다지복권방,수동,경기 파주시 문향로67번길 2 1층,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%ED%96%A5%EB%A1%9C67%EB%B2%88%EA%B8%B8%202%201%EC%B8%B5
567,1,로또복권,수동,경기 평택시 팽성읍  객사리126-3번지GS25평택송화점,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8F%89%ED%83%9D%EC%8B%9C%20%ED%8C%BD%EC%84%B1%EC%9D%8D%20%20%EA%B0%9D%EC%82%AC%EB%A6%AC126-3%EB%B2%88%EC%A7%80GS25%ED%8F%89%ED%83%9D%EC%86%A1%ED%99%94%EC%A0%90
567,1,복권방,자동,강원 원주시 관설동  1702-1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%9B%90%EC%A3%BC%EC%8B%9C%20%EA%B4%80%EC%84%A4%EB%8F%99%20%201702-1
568,1,오렌지로또,자동,부산 부산진구 양정동  502-26,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%B6%80%EC%82%B0%EC%A7%84%EA%B5%AC%20%EC%96%91%EC%A0%95%EB%8F%99%20%20502-26
568,1,대박유통,자동,부산 중구 구덕로 80 1층,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%A4%91%EA%B5%AC%20%EA%B5%AC%EB%8D%95%EB%A1%9C%2080%201%EC%B8%B5
568,1,천하명당,자동,"경기 안양시 동안구 부림로 121 제125,제126",https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%96%91%EC%8B%9C%20%EB%8F%99%EC%95%88%EA%B5%AC%20%EB%B6%80%EB%A6%BC%EB%A1%9C%20121%20%EC%A0%9C125%2C%EC%A0%9C126
568,1,삼거리복권방,수동,경기 파주시 광탄면  신산2리358-33번지,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B4%91%ED%83%84%EB%A9%B4%20%20%EC%8B%A0%EC%82%B02%EB%A6%AC358-33%EB%B2%88%EC%A7%80
568,1,올인(allin),수동,경기 화성시 3.1만세로 1147,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%99%94%EC%84%B1%EC%8B%9C%203.1%EB%A7%8C%EC%84%B8%EB%A1%9C%201147
568,1,88마트,수동,"전남 보성군 조정래길 47-4 111,112호",https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%B3%B4%EC%84%B1%EA%B5%B0%20%EC%A1%B0%EC%A0%95%EB%9E%98%EA%B8%B8%2047-4%20111%2C112%ED%98%B8
568,1,환희복권방,자동,경북 포항시 남구 상공로 243 1층 복권방,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%ED%8F%AC%ED%95%AD%EC%8B%9C%20%EB%82%A8%EA%B5%AC%20%EC%83%81%EA%B3%B5%EB%A1%9C%20243%201%EC%B8%B5%20%EB%B3%B5%EA%B6%8C%EB%B0%A9
568,1,돈벼락맞는곳,수동,경남 김해시 한림면  병동리    980-7,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EA%B9%80%ED%95%B4%EC%8B%9C%20%ED%95%9C%EB%A6%BC%EB%A9%B4%20%20%EB%B3%91%EB%8F%99%EB%A6%AC%20%20%20%20980-7
568,1,복권방,수동,경남 창원시 마산합포구 동서북7길 55 1층,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EB%A7%88%EC%82%B0%ED%95%A9%ED%8F%AC%EA%B5%AC%20%EB%8F%99%EC%84%9C%EB%B6%817%EA%B8%B8%2055%201%EC%B8%B5
568,1,경일통신,수동,경남 창원시 마산회원구 북성로 340,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EB%A7%88%EC%82%B0%ED%9A%8C%EC%9B%90%EA%B5%AC%20%EB%B6%81%EC%84%B1%EB%A1%9C%20340
569,1,온라인복권방,자동,서울 동대문구 용두동  9-2번지,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%9A%A9%EB%91%90%EB%8F%99%20%209-2%EB%B2%88%EC%A7%80
569,1,사이버정보통신,자동,부산 부산진구 동평로 411 백조상가동103-1호,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%B6%80%EC%82%B0%EC%A7%84%EA%B5%AC%20%EB%8F%99%ED%8F%89%EB%A1%9C%20411%20%EB%B0%B1%EC%A1%B0%EC%83%81%EA%B0%80%EB%8F%99103-1%ED%98%B8
569,1,대박천하마트,수동,인천 부평구 굴포로 48,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%B6%80%ED%8F%89%EA%B5%AC%20%EA%B5%B4%ED%8F%AC%EB%A1%9C%2048
569,1,씨스페이스 구미옥계 대박점,자동,"경북 구미시 흥안로 35 상가1동1층117호(옥계동,동화타운)씨스페이스",https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%ED%9D%A5%EC%95%88%EB%A1%9C%2035%20%EC%83%81%EA%B0%801%EB%8F%991%EC%B8%B5117%ED%98%B8%28%EC%98%A5%EA%B3%84%EB%8F%99%2C%EB%8F%99%ED%99%94%ED%83%80%EC%9A%B4%29%EC%94%A8%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4
570,1,우일,자동,서울 송파구 마천로 235,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EB%A7%88%EC%B2%9C%EB%A1%9C%20235
570,1,대구연쇄점,수동,부산 부산진구 중앙대로783번길 8,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%B6%80%EC%82%B0%EC%A7%84%EA%B5%AC%20%EC%A4%91%EC%95%99%EB%8C%80%EB%A1%9C783%EB%B2%88%EA%B8%B8%208
570,1,GS25(서면새싹),자동,부산 부산진구 부전동  264-17,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%B6%80%EC%82%B0%EC%A7%84%EA%B5%AC%20%EB%B6%80%EC%A0%84%EB%8F%99%20%20264-17
570,1,천하명당복권,자동,대구 북구 칠곡중앙대로 545,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%B6%81%EA%B5%AC%20%EC%B9%A0%EA%B3%A1%EC%A4%91%EC%95%99%EB%8C%80%EB%A1%9C%20545
570,1,타임마트,자동,대전 서구 동서대로 696 프라임빌딩2차 1층 102호,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%84%9C%EA%B5%AC%20%EB%8F%99%EC%84%9C%EB%8C%80%EB%A1%9C%20696%20%ED%94%84%EB%9D%BC%EC%9E%84%EB%B9%8C%EB%94%A92%EC%B0%A8%201%EC%B8%B5%20102%ED%98%B8
570,1,원당역복권방,자동,경기 고양시 덕양구 성사동 410-17번지,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EB%8D%95%EC%96%91%EA%B5%AC%20%EC%84%B1%EC%82%AC%EB%8F%99%20410-17%EB%B2%88%EC%A7%80
570,1,대박DREAM,수동,경기 광명시 광명로928번길 10,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B4%91%EB%AA%85%EC%8B%9C%20%EA%B4%91%EB%AA%85%EB%A1%9C928%EB%B2%88%EA%B8%B8%2010
570,1,천하명당,자동,강원 강릉시 연주로 312,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EA%B0%95%EB%A6%89%EC%8B%9C%20%EC%97%B0%EC%A3%BC%EB%A1%9C%20312
570,1,행운의집,수동,경북 안동시 북문동  23-7번지,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%95%88%EB%8F%99%EC%8B%9C%20%EB%B6%81%EB%AC%B8%EB%8F%99%20%2023-7%EB%B2%88%EC%A7%80
571,1,복권방,자동,서울 관악구 신림동  94-124번지,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B4%80%EC%95%85%EA%B5%AC%20%EC%8B%A0%EB%A6%BC%EB%8F%99%20%2094-124%EB%B2%88%EC%A7%80
571,1,승차권판매소,자동,대구 남구  대명동 대명동 2297-1번지토큰박스,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%82%A8%EA%B5%AC%20%20%EB%8C%80%EB%AA%85%EB%8F%99%20%EB%8C%80%EB%AA%85%EB%8F%99%202297-1%EB%B2%88%EC%A7%80%ED%86%A0%ED%81%B0%EB%B0%95%EC%8A%A4
571,1,잘찍어로또방,자동,경기 평택시 안현로서5길 64,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8F%89%ED%83%9D%EC%8B%9C%20%EC%95%88%ED%98%84%EB%A1%9C%EC%84%9C5%EA%B8%B8%2064
571,1,돈벼락맞는곳,자동,경남 김해시  한림면 한림면 병동리980-7번지,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EA%B9%80%ED%95%B4%EC%8B%9C%20%20%ED%95%9C%EB%A6%BC%EB%A9%B4%20%ED%95%9C%EB%A6%BC%EB%A9%B4%20%EB%B3%91%EB%8F%99%EB%A6%AC980-7%EB%B2%88%EC%A7%80
571,1,GS25(양산문성),자동,경남 양산시  평산동 평산동 31-5번지,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%96%91%EC%82%B0%EC%8B%9C%20%20%ED%8F%89%EC%82%B0%EB%8F%99%20%ED%8F%89%EC%82%B0%EB%8F%99%2031-5%EB%B2%88%EC%A7%80
571,1,GS25(진해제일),자동,경남 창원시 진해구 화천동 화천동 19-2번지,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EC%A7%84%ED%95%B4%EA%B5%AC%20%ED%99%94%EC%B2%9C%EB%8F%99%20%ED%99%94%EC%B2%9C%EB%8F%99%2019-2%EB%B2%88%EC%A7%80
571,1,원희슈퍼,자동,제주 제주시 신광로 28,https://www.google.com/maps/search/?api=1&query=%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%8B%A0%EA%B4%91%EB%A1%9C%2028
572,1,오늘을잡아라,수동,서울 도봉구  창동 창동  74-5번지신원빌딩1층,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%84%EB%B4%89%EA%B5%AC%20%20%EC%B0%BD%EB%8F%99%20%EC%B0%BD%EB%8F%99%20%2074-5%EB%B2%88%EC%A7%80%EC%8B%A0%EC%9B%90%EB%B9%8C%EB%94%A91%EC%B8%B5
572,1,복권나라,자동,서울 송파구 백제고분로32길 23 1층복권나라,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EB%B0%B1%EC%A0%9C%EA%B3%A0%EB%B6%84%EB%A1%9C32%EA%B8%B8%2023%201%EC%B8%B5%EB%B3%B5%EA%B6%8C%EB%82%98%EB%9D%BC
572,1,로또복권,자동,대구 동구 아양로 294 1층,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%8F%99%EA%B5%AC%20%EC%95%84%EC%96%91%EB%A1%9C%20294%201%EC%B8%B5
572,1,삼정로또복권방,수동,광주 북구 삼정로 10 주공4단지 1층 우리마트,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EB%B6%81%EA%B5%AC%20%EC%82%BC%EC%A0%95%EB%A1%9C%2010%20%EC%A3%BC%EA%B3%B54%EB%8B%A8%EC%A7%80%201%EC%B8%B5%20%EC%9A%B0%EB%A6%AC%EB%A7%88%ED%8A%B8
572,1,영화모음,자동,경기 수원시 장안구 금당로39번길 6 뉴타운프라자A-107,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EA%B8%88%EB%8B%B9%EB%A1%9C39%EB%B2%88%EA%B8%B8%206%20%EB%89%B4%ED%83%80%EC%9A%B4%ED%94%84%EB%9D%BC%EC%9E%90A-107
572,1,Letsgo복권유통,수동,전북 전주시 덕진구 무삼지로 29,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%B6%81%20%EC%A0%84%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A7%84%EA%B5%AC%20%EB%AC%B4%EC%82%BC%EC%A7%80%EB%A1%9C%2029
572,1,행운의집,자동,경북 안동시  북문동 북문동 23-7번지,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%95%88%EB%8F%99%EC%8B%9C%20%20%EB%B6%81%EB%AC%B8%EB%8F%99%20%EB%B6%81%EB%AC%B8%EB%8F%99%2023-7%EB%B2%88%EC%A7%80
